Year,Period,State,Data Item,Value,,
2010,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3600000,,
2010,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,14700000,,
2010,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,30000000,,
2009,YEAR,Alabama,FARM OPERATIONS - ACRES OPERATED,8900000,,
2009,YEAR,Alaska,FARM OPERATIONS - ACRES OPERATED,860000,,
2009,YEAR,Arizona,FARM OPERATIONS - ACRES OPERATED,25500000,,
2009,YEAR,Arkansas,FARM OPERATIONS - ACRES OPERATED,13700000,,
2009,YEAR,California,FARM OPERATIONS - ACRES OPERATED,25500000,,
2009,YEAR,Colorado,FARM OPERATIONS - ACRES OPERATED,31300000,,
2009,YEAR,Connecticut,FARM OPERATIONS - ACRES OPERATED,420000,,
2009,YEAR,Delaware,FARM OPERATIONS - ACRES OPERATED,490000,,
2009,YEAR,Florida,FARM OPERATIONS - ACRES OPERATED,9350000,,
2009,YEAR,Georgia,FARM OPERATIONS - ACRES OPERATED,9800000,,
2009,YEAR,Hawaii,FARM OPERATIONS - ACRES OPERATED,1110000,,
2009,YEAR,Idaho,FARM OPERATIONS - ACRES OPERATED,11500000,,
2009,YEAR,Illinois,FARM OPERATIONS - ACRES OPERATED,26900000,,
2009,YEAR,Indiana,FARM OPERATIONS - ACRES OPERATED,14790000,,
2009,YEAR,Iowa,FARM OPERATIONS - ACRES OPERATED,30700000,,
2009,YEAR,Kansas,FARM OPERATIONS - ACRES OPERATED,46200000,,
2009,YEAR,Kentucky,FARM OPERATIONS - ACRES OPERATED,13500000,,
2009,YEAR,Louisiana,FARM OPERATIONS - ACRES OPERATED,7950000,,
2009,YEAR,Maine,FARM OPERATIONS - ACRES OPERATED,1400000,,
2009,YEAR,Maryland,FARM OPERATIONS - ACRES OPERATED,2060000,,
2009,YEAR,Massachusetts,FARM OPERATIONS - ACRES OPERATED,520000,,
2009,YEAR,Michigan,FARM OPERATIONS - ACRES OPERATED,9970000,,
2009,YEAR,Minnesota,FARM OPERATIONS - ACRES OPERATED,26500000,,
2009,YEAR,Mississippi,FARM OPERATIONS - ACRES OPERATED,10800000,,
2009,YEAR,Missouri,FARM OPERATIONS - ACRES OPERATED,28800000,,
2009,YEAR,Montana,FARM OPERATIONS - ACRES OPERATED,60500000,,
2009,YEAR,Nebraska,FARM OPERATIONS - ACRES OPERATED,45500000,,
2009,YEAR,Nevada,FARM OPERATIONS - ACRES OPERATED,5920000,,
2009,YEAR,New Hampshire,FARM OPERATIONS - ACRES OPERATED,470000,,
2009,YEAR,New Jersey,FARM OPERATIONS - ACRES OPERATED,720000,,
2009,YEAR,New Mexico,FARM OPERATIONS - ACRES OPERATED,43200000,,
2009,YEAR,New York,FARM OPERATIONS - ACRES OPERATED,7100000,,
2009,YEAR,North Carolina,FARM OPERATIONS - ACRES OPERATED,8500000,,
2009,YEAR,North Dakota,FARM OPERATIONS - ACRES OPERATED,39600000,,
2009,YEAR,Ohio,FARM OPERATIONS - ACRES OPERATED,13860000,,
2009,YEAR,Oklahoma,FARM OPERATIONS - ACRES OPERATED,34900000,,
2009,YEAR,Oregon,FARM OPERATIONS - ACRES OPERATED,16300000,,
2009,YEAR,Pennsylvania,FARM OPERATIONS - ACRES OPERATED,7700000,,
2009,YEAR,Rhode Island,FARM OPERATIONS - ACRES OPERATED,70000,,
2009,YEAR,South Carolina,FARM OPERATIONS - ACRES OPERATED,4900000,,
2009,YEAR,South Dakota,FARM OPERATIONS - ACRES OPERATED,43500000,,
2009,YEAR,Tennessee,FARM OPERATIONS - ACRES OPERATED,10900000,,
2009,YEAR,Texas,FARM OPERATIONS - ACRES OPERATED,131900000,,
2009,YEAR,Utah,FARM OPERATIONS - ACRES OPERATED,11000000,,
2009,YEAR,Vermont,FARM OPERATIONS - ACRES OPERATED,1230000,,
2009,YEAR,Virginia,FARM OPERATIONS - ACRES OPERATED,8100000,,
2009,YEAR,Washington,FARM OPERATIONS - ACRES OPERATED,14600000,,
2009,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3700000,,
2009,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,14900000,,
2009,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,30000000,,
2008,YEAR,Alabama,FARM OPERATIONS - ACRES OPERATED,8900000,,
2008,YEAR,Alaska,FARM OPERATIONS - ACRES OPERATED,870000,,
2008,YEAR,Arizona,FARM OPERATIONS - ACRES OPERATED,25900000,,
2008,YEAR,Arkansas,FARM OPERATIONS - ACRES OPERATED,13800000,,
2008,YEAR,California,FARM OPERATIONS - ACRES OPERATED,25400000,,
2008,YEAR,Colorado,FARM OPERATIONS - ACRES OPERATED,31400000,,
2008,YEAR,Connecticut,FARM OPERATIONS - ACRES OPERATED,400000,,
2008,YEAR,Delaware,FARM OPERATIONS - ACRES OPERATED,500000,,
2008,YEAR,Florida,FARM OPERATIONS - ACRES OPERATED,9300000,,
2008,YEAR,Georgia,FARM OPERATIONS - ACRES OPERATED,10300000,,
2008,YEAR,Hawaii,FARM OPERATIONS - ACRES OPERATED,1100000,,
2008,YEAR,Idaho,FARM OPERATIONS - ACRES OPERATED,11500000,,
2008,YEAR,Illinois,FARM OPERATIONS - ACRES OPERATED,26700000,,
2008,YEAR,Indiana,FARM OPERATIONS - ACRES OPERATED,14790000,,
2008,YEAR,Iowa,FARM OPERATIONS - ACRES OPERATED,30700000,,
2008,YEAR,Kansas,FARM OPERATIONS - ACRES OPERATED,46200000,,
2008,YEAR,Kentucky,FARM OPERATIONS - ACRES OPERATED,13800000,,
2008,YEAR,Louisiana,FARM OPERATIONS - ACRES OPERATED,8000000,,
2008,YEAR,Maine,FARM OPERATIONS - ACRES OPERATED,1400000,,
2008,YEAR,Maryland,FARM OPERATIONS - ACRES OPERATED,2050000,,
2008,YEAR,Massachusetts,FARM OPERATIONS - ACRES OPERATED,520000,,
2008,YEAR,Michigan,FARM OPERATIONS - ACRES OPERATED,9970000,,
2008,YEAR,Minnesota,FARM OPERATIONS - ACRES OPERATED,26600000,,
2008,YEAR,Mississippi,FARM OPERATIONS - ACRES OPERATED,10900000,,
2008,YEAR,Missouri,FARM OPERATIONS - ACRES OPERATED,29000000,,
2008,YEAR,Montana,FARM OPERATIONS - ACRES OPERATED,60600000,,
2008,YEAR,Nebraska,FARM OPERATIONS - ACRES OPERATED,45500000,,
2008,YEAR,Nevada,FARM OPERATIONS - ACRES OPERATED,5900000,,
2008,YEAR,New Hampshire,FARM OPERATIONS - ACRES OPERATED,470000,,
2008,YEAR,New Jersey,FARM OPERATIONS - ACRES OPERATED,710000,,
2008,YEAR,New Mexico,FARM OPERATIONS - ACRES OPERATED,42900000,,
2008,YEAR,New York,FARM OPERATIONS - ACRES OPERATED,7200000,,
2008,YEAR,North Carolina,FARM OPERATIONS - ACRES OPERATED,8500000,,
2008,YEAR,North Dakota,FARM OPERATIONS - ACRES OPERATED,39600000,,
2008,YEAR,Ohio,FARM OPERATIONS - ACRES OPERATED,13900000,,
2008,YEAR,Oklahoma,FARM OPERATIONS - ACRES OPERATED,35000000,,
2008,YEAR,Oregon,FARM OPERATIONS - ACRES OPERATED,16300000,,
2008,YEAR,Pennsylvania,FARM OPERATIONS - ACRES OPERATED,7720000,,
2008,YEAR,Rhode Island,FARM OPERATIONS - ACRES OPERATED,70000,,
2008,YEAR,South Carolina,FARM OPERATIONS - ACRES OPERATED,5000000,,
2008,YEAR,South Dakota,FARM OPERATIONS - ACRES OPERATED,43600000,,
2008,YEAR,Tennessee,FARM OPERATIONS - ACRES OPERATED,10900000,,
2008,YEAR,Texas,FARM OPERATIONS - ACRES OPERATED,131200000,,
2008,YEAR,Utah,FARM OPERATIONS - ACRES OPERATED,11000000,,
2008,YEAR,Vermont,FARM OPERATIONS - ACRES OPERATED,1230000,,
2008,YEAR,Virginia,FARM OPERATIONS - ACRES OPERATED,8000000,,
2008,YEAR,Washington,FARM OPERATIONS - ACRES OPERATED,14700000,,
2008,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3700000,,
2008,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,15000000,,
2008,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,29900000,,
2007,YEAR,Alabama,FARM OPERATIONS - ACRES OPERATED,9000000,,
2007,YEAR,Alaska,FARM OPERATIONS - ACRES OPERATED,890000,,
2007,YEAR,Arizona,FARM OPERATIONS - ACRES OPERATED,26100000,,
2007,YEAR,Arkansas,FARM OPERATIONS - ACRES OPERATED,13900000,,
2007,YEAR,California,FARM OPERATIONS - ACRES OPERATED,25400000,,
2007,YEAR,Colorado,FARM OPERATIONS - ACRES OPERATED,31400000,,
2007,YEAR,Connecticut,FARM OPERATIONS - ACRES OPERATED,410000,,
2007,YEAR,Delaware,FARM OPERATIONS - ACRES OPERATED,510000,,
2007,YEAR,Florida,FARM OPERATIONS - ACRES OPERATED,9300000,,
2007,YEAR,Georgia,FARM OPERATIONS - ACRES OPERATED,10300000,,
2007,YEAR,Hawaii,FARM OPERATIONS - ACRES OPERATED,1120000,,
2007,YEAR,Idaho,FARM OPERATIONS - ACRES OPERATED,11500000,,
2007,YEAR,Illinois,FARM OPERATIONS - ACRES OPERATED,26800000,,
2007,YEAR,Indiana,FARM OPERATIONS - ACRES OPERATED,14800000,,
2007,YEAR,Iowa,FARM OPERATIONS - ACRES OPERATED,30800000,,
2007,YEAR,Kansas,FARM OPERATIONS - ACRES OPERATED,46300000,,
2007,YEAR,Kentucky,FARM OPERATIONS - ACRES OPERATED,14000000,,
2007,YEAR,Louisiana,FARM OPERATIONS - ACRES OPERATED,8100000,,
2007,YEAR,Maine,FARM OPERATIONS - ACRES OPERATED,1350000,,
2007,YEAR,Maryland,FARM OPERATIONS - ACRES OPERATED,2060000,,
2007,YEAR,Massachusetts,FARM OPERATIONS - ACRES OPERATED,520000,,
2007,YEAR,Michigan,FARM OPERATIONS - ACRES OPERATED,10000000,,
2007,YEAR,Minnesota,FARM OPERATIONS - ACRES OPERATED,26900000,,
2007,YEAR,Mississippi,FARM OPERATIONS - ACRES OPERATED,11000000,,
2007,YEAR,Missouri,FARM OPERATIONS - ACRES OPERATED,29000000,,
2007,YEAR,Montana,FARM OPERATIONS - ACRES OPERATED,60900000,,
2007,YEAR,Nebraska,FARM OPERATIONS - ACRES OPERATED,45600000,,
2007,YEAR,Nevada,FARM OPERATIONS - ACRES OPERATED,5900000,,
2007,YEAR,New Hampshire,FARM OPERATIONS - ACRES OPERATED,470000,,
2007,YEAR,New Jersey,FARM OPERATIONS - ACRES OPERATED,730000,,
2007,YEAR,New Mexico,FARM OPERATIONS - ACRES OPERATED,43200000,,
2007,YEAR,New York,FARM OPERATIONS - ACRES OPERATED,7200000,,
2007,YEAR,North Carolina,FARM OPERATIONS - ACRES OPERATED,8600000,,
2007,YEAR,North Dakota,FARM OPERATIONS - ACRES OPERATED,39600000,,
2007,YEAR,Ohio,FARM OPERATIONS - ACRES OPERATED,14000000,,
2007,YEAR,Oklahoma,FARM OPERATIONS - ACRES OPERATED,35100000,,
2007,YEAR,Oregon,FARM OPERATIONS - ACRES OPERATED,16400000,,
2007,YEAR,Pennsylvania,FARM OPERATIONS - ACRES OPERATED,7800000,,
2007,YEAR,Rhode Island,FARM OPERATIONS - ACRES OPERATED,70000,,
2007,YEAR,South Carolina,FARM OPERATIONS - ACRES OPERATED,4900000,,
2007,YEAR,South Dakota,FARM OPERATIONS - ACRES OPERATED,43700000,,
2007,YEAR,Tennessee,FARM OPERATIONS - ACRES OPERATED,11000000,,
2007,YEAR,Texas,FARM OPERATIONS - ACRES OPERATED,130400000,,
2007,YEAR,Utah,FARM OPERATIONS - ACRES OPERATED,11100000,,
2007,YEAR,Vermont,FARM OPERATIONS - ACRES OPERATED,1230000,,
2007,YEAR,Virginia,FARM OPERATIONS - ACRES OPERATED,8100000,,
2007,YEAR,Washington,FARM OPERATIONS - ACRES OPERATED,14900000,,
2007,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3700000,,
2007,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,15200000,,
2007,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,30200000,,
2006,YEAR,Alabama,FARM OPERATIONS - ACRES OPERATED,8900000,,
2006,YEAR,Alaska,FARM OPERATIONS - ACRES OPERATED,900000,,
2006,YEAR,Arizona,FARM OPERATIONS - ACRES OPERATED,26100000,,
2006,YEAR,Arkansas,FARM OPERATIONS - ACRES OPERATED,14000000,,
2006,YEAR,California,FARM OPERATIONS - ACRES OPERATED,25700000,,
2006,YEAR,Colorado,FARM OPERATIONS - ACRES OPERATED,31300000,,
2006,YEAR,Connecticut,FARM OPERATIONS - ACRES OPERATED,400000,,
2006,YEAR,Delaware,FARM OPERATIONS - ACRES OPERATED,510000,,
2006,YEAR,Florida,FARM OPERATIONS - ACRES OPERATED,9460000,,
2006,YEAR,Georgia,FARM OPERATIONS - ACRES OPERATED,11000000,,
2006,YEAR,Hawaii,FARM OPERATIONS - ACRES OPERATED,1160000,,
2006,YEAR,Idaho,FARM OPERATIONS - ACRES OPERATED,11600000,,
2006,YEAR,Illinois,FARM OPERATIONS - ACRES OPERATED,26900000,,
2006,YEAR,Indiana,FARM OPERATIONS - ACRES OPERATED,14900000,,
2006,YEAR,Iowa,FARM OPERATIONS - ACRES OPERATED,30900000,,
2006,YEAR,Kansas,FARM OPERATIONS - ACRES OPERATED,47450000,,
2006,YEAR,Kentucky,FARM OPERATIONS - ACRES OPERATED,14000000,,
2006,YEAR,Louisiana,FARM OPERATIONS - ACRES OPERATED,8000000,,
2006,YEAR,Maine,FARM OPERATIONS - ACRES OPERATED,1350000,,
2006,YEAR,Maryland,FARM OPERATIONS - ACRES OPERATED,2060000,,
2006,YEAR,Massachusetts,FARM OPERATIONS - ACRES OPERATED,520000,,
2006,YEAR,Michigan,FARM OPERATIONS - ACRES OPERATED,10100000,,
2006,YEAR,Minnesota,FARM OPERATIONS - ACRES OPERATED,27000000,,
2006,YEAR,Mississippi,FARM OPERATIONS - ACRES OPERATED,11000000,,
2006,YEAR,Missouri,FARM OPERATIONS - ACRES OPERATED,29300000,,
2006,YEAR,Montana,FARM OPERATIONS - ACRES OPERATED,60800000,,
2006,YEAR,Nebraska,FARM OPERATIONS - ACRES OPERATED,45700000,,
2006,YEAR,Nevada,FARM OPERATIONS - ACRES OPERATED,6000000,,
2006,YEAR,New Hampshire,FARM OPERATIONS - ACRES OPERATED,460000,,
2006,YEAR,New Jersey,FARM OPERATIONS - ACRES OPERATED,740000,,
2006,YEAR,New Mexico,FARM OPERATIONS - ACRES OPERATED,43100000,,
2006,YEAR,New York,FARM OPERATIONS - ACRES OPERATED,7270000,,
2006,YEAR,North Carolina,FARM OPERATIONS - ACRES OPERATED,8800000,,
2006,YEAR,North Dakota,FARM OPERATIONS - ACRES OPERATED,39400000,,
2006,YEAR,Ohio,FARM OPERATIONS - ACRES OPERATED,14100000,,
2006,YEAR,Oklahoma,FARM OPERATIONS - ACRES OPERATED,34800000,,
2006,YEAR,Oregon,FARM OPERATIONS - ACRES OPERATED,16600000,,
2006,YEAR,Pennsylvania,FARM OPERATIONS - ACRES OPERATED,7800000,,
2006,YEAR,Rhode Island,FARM OPERATIONS - ACRES OPERATED,70000,,
2006,YEAR,South Carolina,FARM OPERATIONS - ACRES OPERATED,4890000,,
2006,YEAR,South Dakota,FARM OPERATIONS - ACRES OPERATED,43700000,,
2006,YEAR,Tennessee,FARM OPERATIONS - ACRES OPERATED,11100000,,
2006,YEAR,Texas,FARM OPERATIONS - ACRES OPERATED,129700000,,
2006,YEAR,Utah,FARM OPERATIONS - ACRES OPERATED,11300000,,
2006,YEAR,Vermont,FARM OPERATIONS - ACRES OPERATED,1250000,,
2006,YEAR,Virginia,FARM OPERATIONS - ACRES OPERATED,8200000,,
2006,YEAR,Washington,FARM OPERATIONS - ACRES OPERATED,15000000,,
2006,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3600000,,
2006,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,15300000,,
2006,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,31600000,,
2005,YEAR,Alabama,FARM OPERATIONS - ACRES OPERATED,8800000,,
2005,YEAR,Alaska,FARM OPERATIONS - ACRES OPERATED,900000,,
2005,YEAR,Arizona,FARM OPERATIONS - ACRES OPERATED,26250000,,
2005,YEAR,Arkansas,FARM OPERATIONS - ACRES OPERATED,14200000,,
2005,YEAR,California,FARM OPERATIONS - ACRES OPERATED,25900000,,
2005,YEAR,Colorado,FARM OPERATIONS - ACRES OPERATED,31100000,,
2005,YEAR,Connecticut,FARM OPERATIONS - ACRES OPERATED,390000,,
2005,YEAR,Delaware,FARM OPERATIONS - ACRES OPERATED,520000,,
2005,YEAR,Florida,FARM OPERATIONS - ACRES OPERATED,9570000,,
2005,YEAR,Georgia,FARM OPERATIONS - ACRES OPERATED,10700000,,
2005,YEAR,Hawaii,FARM OPERATIONS - ACRES OPERATED,1200000,,
2005,YEAR,Idaho,FARM OPERATIONS - ACRES OPERATED,11700000,,
2005,YEAR,Illinois,FARM OPERATIONS - ACRES OPERATED,27000000,,
2005,YEAR,Indiana,FARM OPERATIONS - ACRES OPERATED,14900000,,
2005,YEAR,Iowa,FARM OPERATIONS - ACRES OPERATED,31200000,,
2005,YEAR,Kansas,FARM OPERATIONS - ACRES OPERATED,47160000,,
2005,YEAR,Kentucky,FARM OPERATIONS - ACRES OPERATED,14000000,,
2005,YEAR,Louisiana,FARM OPERATIONS - ACRES OPERATED,8000000,,
2005,YEAR,Maine,FARM OPERATIONS - ACRES OPERATED,1360000,,
2005,YEAR,Maryland,FARM OPERATIONS - ACRES OPERATED,2060000,,
2005,YEAR,Massachusetts,FARM OPERATIONS - ACRES OPERATED,520000,,
2005,YEAR,Michigan,FARM OPERATIONS - ACRES OPERATED,10100000,,
2005,YEAR,Minnesota,FARM OPERATIONS - ACRES OPERATED,27200000,,
2005,YEAR,Mississippi,FARM OPERATIONS - ACRES OPERATED,11050000,,
2005,YEAR,Missouri,FARM OPERATIONS - ACRES OPERATED,29500000,,
2005,YEAR,Montana,FARM OPERATIONS - ACRES OPERATED,60600000,,
2005,YEAR,Nebraska,FARM OPERATIONS - ACRES OPERATED,45700000,,
2005,YEAR,Nevada,FARM OPERATIONS - ACRES OPERATED,6100000,,
2005,YEAR,New Hampshire,FARM OPERATIONS - ACRES OPERATED,460000,,
2005,YEAR,New Jersey,FARM OPERATIONS - ACRES OPERATED,760000,,
2005,YEAR,New Mexico,FARM OPERATIONS - ACRES OPERATED,43400000,,
2005,YEAR,New York,FARM OPERATIONS - ACRES OPERATED,7350000,,
2005,YEAR,North Carolina,FARM OPERATIONS - ACRES OPERATED,8800000,,
2005,YEAR,North Dakota,FARM OPERATIONS - ACRES OPERATED,39400000,,
2005,YEAR,Ohio,FARM OPERATIONS - ACRES OPERATED,14200000,,
2005,YEAR,Oklahoma,FARM OPERATIONS - ACRES OPERATED,34500000,,
2005,YEAR,Oregon,FARM OPERATIONS - ACRES OPERATED,16700000,,
2005,YEAR,Pennsylvania,FARM OPERATIONS - ACRES OPERATED,7800000,,
2005,YEAR,Rhode Island,FARM OPERATIONS - ACRES OPERATED,70000,,
2005,YEAR,South Carolina,FARM OPERATIONS - ACRES OPERATED,4870000,,
2005,YEAR,South Dakota,FARM OPERATIONS - ACRES OPERATED,43700000,,
2005,YEAR,Tennessee,FARM OPERATIONS - ACRES OPERATED,11200000,,
2005,YEAR,Texas,FARM OPERATIONS - ACRES OPERATED,129800000,,
2005,YEAR,Utah,FARM OPERATIONS - ACRES OPERATED,11400000,,
2005,YEAR,Vermont,FARM OPERATIONS - ACRES OPERATED,1250000,,
2005,YEAR,Virginia,FARM OPERATIONS - ACRES OPERATED,8300000,,
2005,YEAR,Washington,FARM OPERATIONS - ACRES OPERATED,15000000,,
2005,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3600000,,
2005,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,15400000,,
2005,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,32300000,,