Year,ST,STATE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,JOBS_1000
2016,KS,Kansas,"Agricultural Workers, All Other",40,15,31510,11,23370,0.028
2016,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",110,38,78530,38,78830,0.057
2016,KY,Kentucky,"Agricultural Workers, All Other",60,15,31320,14,30150,0.033
2016,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",70,31,63850,30,62750,0.035
2016,LA,Louisiana,"Agricultural Workers, All Other",300,27,55720,19,38730,0.155
2016,MD,Maryland,"Agricultural Workers, All Other",**,18,37270,15,31740,**
2016,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",60,32,66040,31,65240,0.014
2016,MI,Michigan,"Agricultural Workers, All Other",**,14,28940,13,26520,**
2016,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",60,39,80500,36,74790,0.021
2016,MN,Minnesota,"Agricultural Workers, All Other",**,19,38680,18,37320,**
2016,MS,Mississippi,"Agricultural Workers, All Other",**,15,30250,9,19300,**
2016,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",110,30,63090,23,48720,0.041
2016,MO,Missouri,"Agricultural Workers, All Other",60,15,30440,14,28920,0.023
2016,MT,Montana,"Agricultural Workers, All Other",30,17,35040,17,34470,0.067
2016,NV,Nevada,"Farmers, Ranchers, and Other Agricultural Managers",30,44,91970,38,78270,0.024
2016,NV,Nevada,"Agricultural Workers, All Other",40,19,38540,18,36660,0.034
2016,NJ,New Jersey,"Farmers, Ranchers, and Other Agricultural Managers",50,39,82050,43,90300,0.012
2016,NJ,New Jersey,"Agricultural Workers, All Other",50,13,27280,12,24610,0.012
2016,NM,New Mexico,"Farmers, Ranchers, and Other Agricultural Managers",30,22,46670,22,46420,0.042
2016,NM,New Mexico,"Agricultural Workers, All Other",50,16,32340,17,34350,0.059
2016,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",60,36,75360,37,77050,0.007
2016,NC,North Carolina,"Farmers, Ranchers, and Other Agricultural Managers",130,31,65380,25,51930,0.031
2016,NC,North Carolina,"Agricultural Workers, All Other",140,12,25830,11,23460,0.034
2016,ND,North Dakota,"Farmers, Ranchers, and Other Agricultural Managers",60,*,*,*,*,0.141
2016,ND,North Dakota,"Agricultural Workers, All Other",60,19,39320,18,36800,0.136
2016,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",70,40,83260,36,74990,0.013
2016,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",140,25,51450,23,46940,0.088
2016,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",200,26,54280,23,46930,0.110
2016,OR,Oregon,"Agricultural Workers, All Other",70,16,34110,14,29060,0.037
2016,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",40,42,87000,42,87590,0.007
2016,SC,South Carolina,"Farmers, Ranchers, and Other Agricultural Managers",60,40,84010,39,80260,0.029
2016,SC,South Carolina,"Agricultural Workers, All Other",30,18,37280,16,32420,0.017
2016,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",70,26,53180,24,50360,0.025
2016,TN,Tennessee,"Agricultural Workers, All Other",40,19,38630,18,37490,0.015
2016,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",340,41,85860,28,59130,0.029
2016,TX,Texas,"Agricultural Workers, All Other",150,14,28640,13,27160,0.013
2016,VA,Virginia,"Farmers, Ranchers, and Other Agricultural Managers",30,35,73140,30,63220,0.009
2016,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",130,38,79790,36,74460,0.041
2016,WA,Washington,"Agricultural Workers, All Other",130,17,36120,16,34030,0.041
2016,WV,West Virginia,"Agricultural Workers, All Other",80,13,27490,12,24280,0.119
2016,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",50,31,64500,32,65650,0.018
2016,PR,Puerto Rico,"Agricultural Workers, All Other",**,16,32590,17,35590,**
2017,AL,Alabama,"Agricultural Workers, All Other",340,14,28910,10,20880,0.176
2017,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",110,41,86210,35,73210,0.041
2017,AZ,Arizona,"Agricultural Workers, All Other",170,18,37000,17,36330,0.063
2017,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",150,40,82810,32,66590,0.126
2017,AR,Arkansas,"Agricultural Workers, All Other",90,15,31990,14,29970,0.071
2017,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",1370,45,92740,38,78280,0.082
2017,CA,California,"Agricultural Workers, All Other",1420,19,39670,17,36370,0.085
2017,CO,Colorado,"Agricultural Workers, All Other",120,19,39030,15,31320,0.047
2017,CT,Connecticut,"Farmers, Ranchers, and Other Agricultural Managers",30,36,75780,34,71680,0.018
2017,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",150,42,86470,38,79940,0.018
2017,FL,Florida,"Agricultural Workers, All Other",230,12,24130,11,22470,0.027
2017,GA,Georgia,"Farmers, Ranchers, and Other Agricultural Managers",80,32,65530,22,46240,0.020
2017,GA,Georgia,"Agricultural Workers, All Other",110,18,38040,14,28620,0.027
2017,HI,Hawaii,"Agricultural Workers, All Other",140,19,39870,19,39460,0.218
2017,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",190,35,73570,30,61430,0.277
2017,ID,Idaho,"Agricultural Workers, All Other",140,15,30710,14,29210,0.202
2017,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",230,33,67920,30,61960,0.038
2017,IL,Illinois,"Agricultural Workers, All Other",50,14,29520,14,29850,0.008
2017,IN,Indiana,"Farmers, Ranchers, and Other Agricultural Managers",40,30,62610,28,57790,0.012
2017,IN,Indiana,"Agricultural Workers, All Other",40,10,21040,9,19690,0.014
2017,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",180,35,71770,34,70220,0.118
2017,IA,Iowa,"Agricultural Workers, All Other",440,16,32360,15,30480,0.285
2017,KS,Kansas,"Agricultural Workers, All Other",30,16,33930,12,23970,0.023
2017,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",90,42,86310,42,87080,0.049
2017,KY,Kentucky,"Agricultural Workers, All Other",90,15,31940,14,29770,0.048
2017,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",40,37,77260,34,69700,0.024
2017,LA,Louisiana,"Agricultural Workers, All Other",380,24,50200,18,38070,0.199
2017,MA,Massachusetts,"Farmers, Ranchers, and Other Agricultural Managers",40,31,64950,27,55470,0.011
2017,MA,Massachusetts,"Agricultural Workers, All Other",70,*,*,*,*,0.021
2017,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",80,31,64530,33,67660,0.018
2017,MI,Michigan,"Agricultural Workers, All Other",60,15,30930,13,27530,0.014
2017,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",50,39,80210,37,77190,0.017
2017,MN,Minnesota,"Agricultural Workers, All Other",40,24,48920,25,51540,0.015
2017,MS,Mississippi,"Agricultural Workers, All Other",40,*,*,*,*,0.038
2017,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",80,29,59740,25,52380,0.028
2017,MO,Missouri,"Agricultural Workers, All Other",120,14,30040,15,30370,0.042
2017,MT,Montana,"Agricultural Workers, All Other",50,18,36960,17,36140,0.118
2017,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",50,24,50700,24,49180,0.057
2017,NV,Nevada,"Farmers, Ranchers, and Other Agricultural Managers",40,40,83390,35,73500,0.029
2017,NV,Nevada,"Agricultural Workers, All Other",50,19,40080,18,38060,0.034
2017,NJ,New Jersey,"Farmers, Ranchers, and Other Agricultural Managers",40,39,82130,43,89090,0.009
2017,NJ,New Jersey,"Agricultural Workers, All Other",100,12,24720,10,21370,0.026
2017,NM,New Mexico,"Farmers, Ranchers, and Other Agricultural Managers",40,28,57480,24,49110,0.055
2017,NM,New Mexico,"Agricultural Workers, All Other",50,16,32310,16,34180,0.056
2017,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",50,41,86230,40,82950,0.005
2017,NC,North Carolina,"Farmers, Ranchers, and Other Agricultural Managers",50,45,93780,40,82650,0.011
2017,NC,North Carolina,"Agricultural Workers, All Other",110,13,26070,10,21710,0.027
2017,ND,North Dakota,"Farmers, Ranchers, and Other Agricultural Managers",100,*,*,*,*,0.233
2017,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",80,40,82660,35,73030,0.016
2017,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",100,27,56970,27,55660,0.062
2017,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",130,30,62180,28,57880,0.069
2017,OR,Oregon,"Agricultural Workers, All Other",50,18,37600,15,30410,0.029
2017,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",50,43,89780,42,88340,0.009
2017,SC,South Carolina,"Farmers, Ranchers, and Other Agricultural Managers",40,36,73940,38,79910,0.019
2017,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",60,29,60890,24,49710,0.021
2017,TN,Tennessee,"Agricultural Workers, All Other",120,15,30250,13,27360,0.041
2017,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",400,38,78340,24,50720,0.034
2017,TX,Texas,"Agricultural Workers, All Other",**,17,34640,14,29110,**
2017,VA,Virginia,"Farmers, Ranchers, and Other Agricultural Managers",30,40,83340,40,83240,0.008
2017,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",120,41,85600,38,78340,0.036
2017,WA,Washington,"Agricultural Workers, All Other",190,16,32820,14,29940,0.061
2017,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",60,35,73330,35,72480,0.021
2018,AL,Alabama,"Agricultural Workers, All Other",330,15,30560,12,23940,0.169
2018,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",120,36,75870,28,57690,0.044
2018,AZ,Arizona,"Agricultural Workers, All Other",90,18,36570,17,36350,0.033
2018,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",110,32,67520,29,61170,0.087
2018,AR,Arkansas,"Agricultural Workers, All Other",90,15,31640,14,29180,0.076
2018,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",1460,44,91670,38,78940,0.086
2018,CA,California,"Agricultural Workers, All Other",1790,18,38230,15,31710,0.105
2018,CO,Colorado,"Agricultural Workers, All Other",140,20,41150,17,34640,0.054
2018,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",120,35,71880,32,66600,0.013
2018,FL,Florida,"Agricultural Workers, All Other",290,13,27850,12,24180,0.034
2018,GA,Georgia,"Farmers, Ranchers, and Other Agricultural Managers",50,40,84110,36,75450,0.012
2018,GA,Georgia,"Agricultural Workers, All Other",130,21,44700,20,42290,0.030
2018,HI,Hawaii,"Agricultural Workers, All Other",110,21,44140,21,44190,0.170
2018,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",220,29,60470,28,58270,0.318
2018,ID,Idaho,"Agricultural Workers, All Other",120,15,31120,14,29330,0.164
2018,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",240,32,66820,29,60090,0.040
2018,IN,Indiana,"Farmers, Ranchers, and Other Agricultural Managers",40,31,64030,28,58090,0.013
2018,IN,Indiana,"Agricultural Workers, All Other",70,11,22050,9,18830,0.022
2018,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",140,39,82070,34,70220,0.089
2018,IA,Iowa,"Agricultural Workers, All Other",430,15,30430,14,29120,0.280
2018,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",60,38,78290,35,73110,0.032
2018,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",50,36,75170,34,70900,0.028
2018,LA,Louisiana,"Agricultural Workers, All Other",370,19,40360,13,27740,0.191
2018,MD,Maryland,"Farmers, Ranchers, and Other Agricultural Managers",50,43,89660,33,69370,0.019
2018,MD,Maryland,"Agricultural Workers, All Other",60,20,41780,19,39490,0.022
2018,MA,Massachusetts,"Farmers, Ranchers, and Other Agricultural Managers",70,32,65710,30,62550,0.019
2018,MA,Massachusetts,"Agricultural Workers, All Other",80,21,43990,19,38530,0.021
2018,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",80,32,67030,34,70110,0.018
2018,MI,Michigan,"Agricultural Workers, All Other",60,15,31160,14,28220,0.013
2018,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",50,46,95000,46,95930,0.017
2018,MN,Minnesota,"Agricultural Workers, All Other",**,19,39090,17,34610,**
2018,MS,Mississippi,"Agricultural Workers, All Other",**,16,33740,14,29250,**
2018,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",70,30,62850,27,56870,0.024
2018,MO,Missouri,"Agricultural Workers, All Other",**,16,32290,15,32220,**
2018,MT,Montana,"Agricultural Workers, All Other",60,17,36340,17,35840,0.137
2018,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",120,32,67190,27,55790,0.126
2018,NV,Nevada,"Farmers, Ranchers, and Other Agricultural Managers",60,44,90900,39,82060,0.047
2018,NV,Nevada,"Agricultural Workers, All Other",60,*,*,*,*,0.046
2018,NJ,New Jersey,"Agricultural Workers, All Other",**,12,25040,10,19920,**
2018,NM,New Mexico,"Agricultural Workers, All Other",40,16,33440,16,34190,0.051
2018,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",60,*,*,*,*,0.007
2018,NC,North Carolina,"Farmers, Ranchers, and Other Agricultural Managers",50,48,100370,44,90730,0.010
2018,NC,North Carolina,"Agricultural Workers, All Other",100,14,29300,11,23260,0.022
2018,ND,North Dakota,"Farmers, Ranchers, and Other Agricultural Managers",110,*,*,*,*,0.274
2018,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",100,38,78330,35,72070,0.019
2018,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",110,28,57230,26,54030,0.068
2018,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",**,33,68450,33,69530,**
2018,OR,Oregon,"Agricultural Workers, All Other",30,17,34560,14,28810,0.018
2018,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",50,44,90650,44,91340,0.009
2018,SC,South Carolina,"Farmers, Ranchers, and Other Agricultural Managers",40,38,79070,35,73740,0.017
2018,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",100,29,60490,23,48620,0.032
2018,TN,Tennessee,"Agricultural Workers, All Other",220,15,30600,13,27390,0.074
2018,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",400,39,81330,30,63160,0.033
2018,TX,Texas,"Agricultural Workers, All Other",**,11,23810,10,19840,**
2018,VA,Virginia,"Farmers, Ranchers, and Other Agricultural Managers",40,41,84630,41,86170,0.009
2018,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",150,42,86640,38,79880,0.046
2018,WA,Washington,"Agricultural Workers, All Other",500,16,33410,14,29540,0.154
2018,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",60,35,72550,29,60520,0.020
2018,WY,Wyoming,"Farmers, Ranchers, and Other Agricultural Managers",30,41,84720,38,79010,0.120
2018,PR,Puerto Rico,"Agricultural Workers, All Other",**,13,27080,11,22830,**
2019,AL,Alabama,"Agricultural Workers, All Other",180,13,27990,9,19360,0.094
2019,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",90,30,62630,26,54530,0.032
2019,AZ,Arizona,"Agricultural Workers, All Other",50,19,38700,18,36770,0.016
2019,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",**,31,64490,28,58340,**
2019,AR,Arkansas,"Agricultural Workers, All Other",50,15,31410,14,28800,0.041
2019,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",1490,47,97080,41,85080,0.086
2019,CA,California,"Agricultural Workers, All Other",1550,19,40200,16,32560,0.089
2019,CO,Colorado,"Agricultural Workers, All Other",130,20,41160,17,36080,0.048
2019,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",180,31,64020,26,55070,0.020
2019,FL,Florida,"Agricultural Workers, All Other",300,13,27500,12,24010,0.034
2019,GA,Georgia,"Farmers, Ranchers, and Other Agricultural Managers",60,36,74520,32,66250,0.014
2019,GA,Georgia,"Agricultural Workers, All Other",**,19,39420,20,41160,**
2019,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",230,29,61020,30,61580,0.317
2019,ID,Idaho,"Agricultural Workers, All Other",40,15,31260,14,28950,0.059
2019,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",260,35,72040,30,61580,0.044
2019,IN,Indiana,"Farmers, Ranchers, and Other Agricultural Managers",100,34,69720,33,68010,0.033
2019,IN,Indiana,"Agricultural Workers, All Other",70,11,23290,10,19830,0.021
2019,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",160,43,90340,38,79890,0.103
2019,IA,Iowa,"Agricultural Workers, All Other",310,14,28920,13,27900,0.202
2019,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",80,*,*,*,*,0.043
2019,KY,Kentucky,"Agricultural Workers, All Other",70,16,33980,15,31710,0.035
2019,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",70,37,76490,36,74230,0.034
2019,LA,Louisiana,"Agricultural Workers, All Other",330,15,30240,11,23570,0.171
2019,ME,Maine,"Farmers, Ranchers, and Other Agricultural Managers",30,30,61640,29,59720,0.050
2019,MD,Maryland,"Farmers, Ranchers, and Other Agricultural Managers",40,41,84760,33,68920,0.016
2019,MD,Maryland,"Agricultural Workers, All Other",70,18,37760,18,36630,0.025
2019,MA,Massachusetts,"Farmers, Ranchers, and Other Agricultural Managers",70,30,63060,28,57370,0.018
2019,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",90,32,65890,34,71530,0.021
2019,MI,Michigan,"Agricultural Workers, All Other",60,14,28820,13,27610,0.014
2019,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",40,50,103700,47,96940,0.015
2019,MN,Minnesota,"Agricultural Workers, All Other",**,18,38120,16,33300,**
2019,MS,Mississippi,"Agricultural Workers, All Other",140,15,31030,14,29270,0.123
2019,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",100,34,70130,31,64570,0.034
2019,MO,Missouri,"Agricultural Workers, All Other",**,15,31040,15,30760,**
2019,MT,Montana,"Agricultural Workers, All Other",**,18,37190,18,36750,**
2019,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",190,31,65180,29,61130,0.191
2019,NV,Nevada,"Farmers, Ranchers, and Other Agricultural Managers",60,41,85490,42,88000,0.042
2019,NV,Nevada,"Agricultural Workers, All Other",100,*,*,*,*,0.070
2019,NJ,New Jersey,"Agricultural Workers, All Other",**,14,29700,10,20600,**
2019,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",110,48,100750,46,96070,0.012
2019,NC,North Carolina,"Farmers, Ranchers, and Other Agricultural Managers",50,42,88230,40,84080,0.010
2019,NC,North Carolina,"Agricultural Workers, All Other",50,20,42500,20,41720,0.011
2019,ND,North Dakota,"Farmers, Ranchers, and Other Agricultural Managers",60,*,*,*,*,0.133
2019,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",100,35,71850,32,66170,0.018
2019,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",130,28,59120,28,57440,0.080
2019,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",100,34,70250,34,70100,0.054
2019,OR,Oregon,"Agricultural Workers, All Other",40,16,33150,15,30350,0.021
2019,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",40,41,86070,41,86020,0.007
2019,SC,Pennsylvania,"Agricultural Workers, All Other",40,22,44850,22,45910,0.007
2019,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",70,33,69300,25,51570,0.024
2019,TN,Tennessee,"Agricultural Workers, All Other",240,14,29900,13,27100,0.080
2019,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",470,35,71830,32,66110,0.038
2019,TX,Texas,"Agricultural Workers, All Other",980,13,26050,12,24870,0.079
2019,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",130,42,86850,38,79840,0.040
2019,WA,Washington,"Agricultural Workers, All Other",560,16,33340,14,29720,0.170
2019,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",80,36,73920,31,65060,0.027
2019,PR,Puerto Rico,"Agricultural Workers, All Other",**,15,30520,13,26590,**